Tweet,Sentimen,Emosi,Processed_Tweet
Amalkan langkah-langkah pencegahan penularan COVID-19 sebagai amalan dalam kehidupan seharian kita.SHARING IS,0.0,1,amalkan langkahlangkah pencegahan penularan covid sebagai amalan dalam kehidupan seharian kitasharing is
Bumi..Maafkan Kami..Yang Tak Pernah Sadar.. Bahwa Kau Juga Butuh Istirahat.,1.0,-1,bumimaafkan kamiyang tak pernah sadar bahwa kau juga butuh istirahat
Anggota Polsek Koba Himbau para pemuda Tidak Kumpul-kumpul dan segera pulang kerumahnya masing-masing untuk mencegah penyebaran COVID-19..  ,1.0,1,anggota polsek koba himbau para pemuda tidak kumpulkumpul dan segera pulang kerumahnya masingmasing untuk mencegah penyebaran covid
Kopi pagi ini cukup nikmat.Kabar baiknya pemerintah Aceh menyalurkan bantuan pokok utk Masyarakat terdampak Covid-19 dgn kriteria bukan penerima PKH & BPNT. Alhamdulillah ,1.0,2,kopi pagi ini cukup nikmatkabar baiknya pemerintah aceh menyalurkan bantuan pokok utk masyarakat terdampak covid dgn kriteria bukan penerima pkh bpnt alhamdulillah
Sugeng ambal Warso... Yg buat ak n kita bahgia saat ini adalah covid segera teratasi dan semua bisa melakukan kegiatan seperti biasa...,1.0,-1,sugeng ambal warso yg buat ak n kita bahgia saat ini adalah covid segera teratasi dan semua bisa melakukan kegiatan seperti biasa
"4. Langkah yg dapat di ambil pemerintah dalam mengatasi dampak Covid-19 terhadap Kerjasama InternasionalJawab :1. Pengumpulan data kesakitan dan kematian penduduk.2. Pemeriksaan klinis, fisik, laboratorium dan penegakan diagnosis",1.0,1,langkah yg dapat di ambil pemerintah dalam mengatasi dampak covid terhadap kerjasama internasionaljawab pengumpulan data kesakitan dan kematian penduduk pemeriksaan klinis fisik laboratorium dan penegakan diagnosis
"Ini Tips Ilmuwan Cara Tingkatkan Kekebalan Tubuh, Mari Bersama Kita Lawan Covid-19 Sistem ketahanan tubuh adalah mekanisme yang efektif untuk menjaga tubuh dari serangan penyakit. - via",1.0,2,ini tips ilmuwan cara tingkatkan kekebalan tubuh mari bersama kita lawan covid sistem ketahanan tubuh adalah mekanisme yang efektif untuk menjaga tubuh dari serangan penyakit via
"Semoga diberikan kesehatan jasmani n rohani, ya dok. Dan semoga kita semua selalu dalam Lindungan ALLAH SWT agar terhindar dari fitnah dajjal. AamiinMulut senantiasa selalu berdzikir, insyaALLAH bs mjdi tameng virus covid-19 selain ikhtiar.",1.0,-1,semoga diberikan kesehatan jasmani n rohani ya dok dan semoga kita semua selalu dalam lindungan allah swt agar terhindar dari fitnah dajjal aamiinmulut senantiasa selalu berdzikir insyaallah bs mjdi tameng virus covid selain ikhtiar
Semoga segera diberi kesembuhan  jgn coba2 lg menulis corona tentara Allah. Virus tdk mengenal sara. Marilah berdoa spy wabah ini segera berakhir. Amiiin ,1.0,-1,semoga segera diberi kesembuhan jgn coba lg menulis corona tentara allah virus tdk mengenal sara marilah berdoa spy wabah ini segera berakhir amiiin
"Disebabkan pandemik COVID-19, penjarakan sosial perlu menjadi norma baharu sekurang2nya untuk satu tempoh waktu tertentu.Untuk tahun ini, sekurang2nya perlu ada kawalan, pemantauan atau mungkin batalkan perhimpunan sama ada perhimpunan Ramadan, Aidilfitri atau Haji",-1.0,-1,disebabkan pandemik covid penjarakan sosial perlu menjadi norma baharu sekurangnya untuk satu tempoh waktu tertentuuntuk tahun ini sekurangnya perlu ada kawalan pemantauan atau mungkin batalkan perhimpunan sama ada perhimpunan ramadan aidilfitri atau haji
"Ini adalah wujud cinta kasih dan duka kami warga Maluku atas meninggalnya salah satu putra terbaik Maluku, Kaka tercinta Kami menyadari bahwa virus covid-19 ada dimana dan mengancam kami, tp ketakutan itu terkalahkan org rasa duka kami.Mohon jgn bully kami.",0.0,-1,ini adalah wujud cinta kasih dan duka kami warga maluku atas meninggalnya salah satu putra terbaik maluku kaka tercinta kami menyadari bahwa virus covid ada dimana dan mengancam kami tp ketakutan itu terkalahkan org rasa duka kamimohon jgn bully kami
"Covid-19 memiliki arti kata Co yakni corona, Vi yakni virus dan D yakni disease atau penyakit. Kemudian ditambahkan angka 19, yakni 2019 mewakili tahun. Smg puas dgn jwban ini halo Luna ",0.0,-2,covid memiliki arti kata co yakni corona vi yakni virus dan d yakni disease atau penyakit kemudian ditambahkan angka yakni mewakili tahun smg puas dgn jwban ini halo luna
Ini adalah contoh beberapa kondisi penerapan alat pengaman di Apotek agar meminimalisir penularan COVID-19. Bagaimana kondisi di apotek anda? Silahkan share dan tag medsos kami dengan hashtag,0.0,1,ini adalah contoh beberapa kondisi penerapan alat pengaman di apotek agar meminimalisir penularan covid bagaimana kondisi di apotek anda silahkan share dan tag medsos kami dengan hashtag
"Menunggu sampai wabah COVID-19 mereda. Sabar ya, karena keselamatan orang banyak lebih penting dari segalanya",1.0,-1,menunggu sampai wabah covid mereda sabar ya karena keselamatan orang banyak lebih penting dari segalanya
Para koruptor &amp; kejahatan lain dibebaskan alasan krn pandemi covid-19,-1.0,-2,para koruptor amp kejahatan lain dibebaskan alasan krn pandemi covid
"7. Jgn lgi ada rasa angkuh, sombong, & mrasa besar serba bisa.Bukankh Virus Corona yg kecil & tk tmpak mata itu tlah mndidik kita, bahwa tdk ada yg mampu mncegahnya jka Covid-19 ingin dtang mmpir?, dan Covid-19 tdk mngenal status sosial miskin aau kaya, tua atau muda pmbesar",1.0,-2,jgn lgi ada rasa angkuh sombong mrasa besar serba bisabukankh virus corona yg kecil tk tmpak mata itu tlah mndidik kita bahwa tdk ada yg mampu mncegahnya jka covid ingin dtang mmpir dan covid tdk mngenal status sosial miskin aau kaya tua atau muda pmbesar
Pandemi corona mengancam nasib media lokal  ,-1.0,-1,pandemi corona mengancam nasib media lokal
"Baru dapet info kalo di gang sebelah rumah di Lumajang udah ada yg positif Covid-19, semoga seluruh keluarga disana aman ",1.0,-1,baru dapet info kalo di gang sebelah rumah di lumajang udah ada yg positif covid semoga seluruh keluarga disana aman
Tapi anis ni tak main tiktok dan alhamdulillah tak kena covid,0.0,2,tapi anis ni tak main tiktok dan alhamdulillah tak kena covid
Sebagai bentuk dukungan terhadap tim medis yang tengah berjuang menghadapi dan merawatpasien Covid-19. FPI kembali menyalurkan sejumlah bantuan berupa APD serta makanan dan minuman bernutrisi untuk para Tim Medis.,1.0,2,sebagai bentuk dukungan terhadap tim medis yang tengah berjuang menghadapi dan merawatpasien covid fpi kembali menyalurkan sejumlah bantuan berupa apd serta makanan dan minuman bernutrisi untuk para tim medis
Kasihan ibu korban covid 19.Yg memohon kepada wargaVideo : 2,0.0,-1,kasihan ibu korban covid yg memohon kepada wargavideo
"Dan terjadi lagi, penolakan warga terhadap jenazah perawat yang menangani COVID-19 di RSUP Kariadi, Semarang!Lokasi: Suwakul, Ungaran.Video : 1",-1.0,-1,dan terjadi lagi penolakan warga terhadap jenazah perawat yang menangani covid di rsup kariadi semaranglokasi suwakul ungaranvideo
2. Dampak Covid-19 terhadap Kerjasama InternasionalJawab:1. Adanya kapasitas perawatan kesehatan yang cukup 2. Harus terintegrasi antara kebijakan pada bidang kesehatan dan ekonomi makro3. kerja sama internasional maupun kemitraan lintas batas,1.0,2,dampak covid terhadap kerjasama internasionaljawab adanya kapasitas perawatan kesehatan yang cukup harus terintegrasi antara kebijakan pada bidang kesehatan dan ekonomi makro kerja sama internasional maupun kemitraan lintas batas
"KITA PUTUS DULU YAuntuk memutuskan mata rantai COVID-19 tak cukup dgn jaga jarak saja, gunakan MASKER jika keluar rumahlindungi dirimu, karena mungkin saja seseorang disekitar kita terjangkit COVID-19",1.0,-1,kita putus dulu yauntuk memutuskan mata rantai covid tak cukup dgn jaga jarak saja gunakan masker jika keluar rumahlindungi dirimu karena mungkin saja seseorang disekitar kita terjangkit covid
Kenapa harus banget ngikutin berita covid ?Karna di ruang isolasi itu ga enak banget Astagfirullah cukup sekali dan semoga virus ini segera lenyap dari bumi,-1.0,-1,kenapa harus banget ngikutin berita covid karna di ruang isolasi itu ga enak banget astagfirullah cukup sekali dan semoga virus ini segera lenyap dari bumi
"Bali terkini (April 2020), efek global Covid-19. Simak selengkapnya pada video saya,Link youtube:",0.0,1,bali terkini april efek global covid simak selengkapnya pada video sayalink youtube
"Satu hari dia (Covid-19),akan pulang ke tempat asalnya... Tapi smp waktu itu kita harus terus bersabar dan berdoa moga semuanya dipermudahkan - Ustaz Fawwaz",0.0,-1,satu hari dia covidakan pulang ke tempat asalnya tapi smp waktu itu kita harus terus bersabar dan berdoa moga semuanya dipermudahkan ustaz fawwaz
[HMS Itenas Peduli]Pandemi Covid-19 menghadirkan berbagai keprihatinan sosial di seluruh Indonesia. Sudah saatnya kita keluarga besar HMS Itenas Bandung turun tangan memberikan bantuan kemanusiaan. Ayo Berdonasi untuk Dukung Perlengkapan Medis Tenaga Kesehatan COVID-19!,1.0,2,hms itenas pedulipandemi covid menghadirkan berbagai keprihatinan sosial di seluruh indonesia sudah saatnya kita keluarga besar hms itenas bandung turun tangan memberikan bantuan kemanusiaan ayo berdonasi untuk dukung perlengkapan medis tenaga kesehatan covid
"kemenkeuri Tak bisa dipungkiri, aktivitas perekonomian yang kian tertekan akibat Covid-19 membuat banyak orang harus kehilangan pekerjaan/penghasilan. Pemerintah telah menyusun strategi untuk",1.0,-1,kemenkeuri tak bisa dipungkiri aktivitas perekonomian yang kian tertekan akibat covid membuat banyak orang harus kehilangan pekerjaanpenghasilan pemerintah telah menyusun strategi untuk
"Kamis malam Se-Dunia Mengetuk pintu langit dan munajat doa ..Memohon pada Sang Khaliq..Merayu Sang Maha mendengar..Meminta Sang Maha AdilUntuk keselamatan Dunia dari wabah Covid-19NU ku selalu ada , tetap ada dan terus ada ",1.0,-1,kamis malam sedunia mengetuk pintu langit dan munajat doa memohon pada sang khaliqmerayu sang maha mendengarmeminta sang maha adiluntuk keselamatan dunia dari wabah covidnu ku selalu ada tetap ada dan terus ada
Hari ini hari jumaat.Anda rindu solat jumaat?Mudah2an Covid-19 ini berlalu pergi. Mudah2an peperangan ini kita menang. ,1.0,-1,hari ini hari jumaatanda rindu solat jumaatmudahan covid ini berlalu pergi mudahan peperangan ini kita menang
Dua warga Kabupaten Lampung Utara yang dinyatakan positif terpapar Covid-19 dikarantina di komplek Islamic Center Kotabumi...Menurut Plt Bupati Budi Utomo yang juga Ketua Tim Gugus Tugas Penanggulangan ,1.0,-1,dua warga kabupaten lampung utara yang dinyatakan positif terpapar covid dikarantina di komplek islamic center kotabumimenurut plt bupati budi utomo yang juga ketua tim gugus tugas penanggulangan
"Presiden Tidak ada langkah serius hadapi pandemi Covid-19,akan menjadi bom waktu bagi semua orang indonesia tidak diyerima di dunia internasional .  ",-1.0,-2,presiden tidak ada langkah serius hadapi pandemi covidakan menjadi bom waktu bagi semua orang indonesia tidak diyerima di dunia internasional
"Bagi anda Korban PHK atau dirumahkan akibat penyebaran virus COVID-19, yuk daftarkan diri anda untuk mendapatkan Kartu PRA KERJA.Mudah koq...Daftar aja di website :",1.0,2,bagi anda korban phk atau dirumahkan akibat penyebaran virus covid yuk daftarkan diri anda untuk mendapatkan kartu pra kerjamudah koqdaftar aja di website
"bersama, bersatu lawan penyebaran virus Corona Covid-19, Jaga kesehatan, jauhi kerumunan, cuci tangan pakai sabun serta tetap ...Infolingga...",1.0,2,bersama bersatu lawan penyebaran virus corona covid jaga kesehatan jauhi kerumunan cuci tangan pakai sabun serta tetap infolingga
"Kapolrestabes Semarang Bersama Forkopimda Kota Semarang Memberikan Himbauan Kepada Masyarakat untuk Memakai Masker, Jaga Kebersihan dan Tetap di rumah guna memutus mata rantai penyebaran virus corona atau covid 19....",1.0,1,kapolrestabes semarang bersama forkopimda kota semarang memberikan himbauan kepada masyarakat untuk memakai masker jaga kebersihan dan tetap di rumah guna memutus mata rantai penyebaran virus corona atau covid
"Gpp nyai mendingan gitu hibur diri daripada keluar rumah, tetap sehat nyai semoga Alloh melindungi dan menjauhkan wabah covid utk kita semua aamiin ",1.0,1,gpp nyai mendingan gitu hibur diri daripada keluar rumah tetap sehat nyai semoga alloh melindungi dan menjauhkan wabah covid utk kita semua aamiin
"Tak Kenal Lelah, Tim Gugus Tugas Covid 19 Kembali Semprot Pemukiman Padat Penduduk di Belawan -",1.0,1,tak kenal lelah tim gugus tugas covid kembali semprot pemukiman padat penduduk di belawan
"Berapa banyak bahan kempen dia mahu padam da...Daripada release, padam... release, padam macam ni... lebih baik dok dendiam wat keje yg org tk nampak, takyah wat kempen langsung. Save wang kerajaan, boleh masuk tabung Covid-19 tolong rakyat.",0.0,-2,berapa banyak bahan kempen dia mahu padam dadaripada release padam release padam macam ni lebih baik dok dendiam wat keje yg org tk nampak takyah wat kempen langsung save wang kerajaan boleh masuk tabung covid tolong rakyat
Surabaya  Babinsa Koramil Tenggilis mejoyo terus berupaya melaksanakan sosialisasi kepada warga masyarakatnya untuk meredam mewabahnya virus corona atau Covid 19.Kali ini Serma Siswono dan Sertu Supri Warsoyo ,1.0,2,surabaya babinsa koramil tenggilis mejoyo terus berupaya melaksanakan sosialisasi kepada warga masyarakatnya untuk meredam mewabahnya virus corona atau covid kali ini serma siswono dan sertu supri warsoyo
"Pakai masker, mainkan yoyo mu . Potret ini di sd vita school. Dilakukan sebelum pandemi covid-19 . Tp budaya menggunakan masker sudah dilakukan .Contact Us :Cak Dolan : 085850080188Twitter :",1.0,1,pakai masker mainkan yoyo mu potret ini di sd vita school dilakukan sebelum pandemi covid tp budaya menggunakan masker sudah dilakukan contact us cak dolan twitter
"Cegah Virus Corona Covid-19, Srikandi Polres Pasuruan Bagikan Masker ke Masyarakat.. ",1.0,2,cegah virus corona covid srikandi polres pasuruan bagikan masker ke masyarakat
"AWALNYA rezim jkw MEREMEHKAN/ MENUTUPI demi amankan turis, proyek2x, investor, TKA dari negara cina komunis ? tapi saat indonesia DISERANG penguasa gagap tidak bisa mencegah, mengendalikan & lindungi rakyat dari tertular & kematian",-1.0,-1,awalnya rezim jkw meremehkan menutupi demi amankan turis proyekx investor tka dari negara cina komunis tapi saat indonesia diserang penguasa gagap tidak bisa mencegah mengendalikan lindungi rakyat dari tertular kematian
"Indonesia tegaskan perlunya DK PBB tunjukkan kesatuan dlm atasi dampak COVID-19 thdp perdamaian & keamanan internasional. Perlu kerja sama global, solidaritas &menghindari diskriminasi serta stigmatisasi. ",1.0,1,indonesia tegaskan perlunya dk pbb tunjukkan kesatuan dlm atasi dampak covid thdp perdamaian keamanan internasional perlu kerja sama global solidaritas menghindari diskriminasi serta stigmatisasi
"Entah entah covid ni syaitan. Yela , sebelum dia kena kurung dia kurung kita dulu . hahahahahahahahahh",-1.0,-2,entah entah covid ni syaitan yela sebelum dia kena kurung dia kurung kita dulu hahahahahahahahahh
"DPRD Kota Makassar info_dprd_kotamakassar , Pemerintah Makassar Realokasi (refocusing) Anggaran sebesar 190 Milyar, untuk penanganan dampak Pandemi COVID-19 di Kota Makassar. Ketua DPRD kota makassar",1.0,2,dprd kota makassar infodprdkotamakassar pemerintah makassar realokasi refocusing anggaran sebesar milyar untuk penanganan dampak pandemi covid di kota makassar ketua dprd kota makassar
Covid-19 Membuka Jalan Perdamaian Israel-Palestina,1.0,2,covid membuka jalan perdamaian israelpalestina
"Kata dia nih untuk mencegah virus Covid 19 harus rajin Mandi,, Perasaan gw semua yg meninggal jg rajin mandi,,,Bangun Tidur Si Torus Mandi,,Tidak Lupa Menggosok Biji,,,",-1.0,-2,kata dia nih untuk mencegah virus covid harus rajin mandi perasaan gw semua yg meninggal jg rajin mandibangun tidur si torus manditidak lupa menggosok biji
"Covid-19 akan pergi... InsyaAllah kerana masih ada manusia yang rukuk pada Allah, masih ada bayi yang menyusu dan masih ada burung dan haiwan lain yang mencari makanan untuk terus hidup  - Ustaz Fawwaz",1.0,1,covid akan pergi insyaallah kerana masih ada manusia yang rukuk pada allah masih ada bayi yang menyusu dan masih ada burung dan haiwan lain yang mencari makanan untuk terus hidup ustaz fawwaz
Udah siap Maret gegara si Covid ini batal semua play list film Gw,0.0,-2,udah siap maret gegara si covid ini batal semua play list film gw
"Siapkan Rp30 Miliar Lebih untuk Penanganan Covid-19, DPRD Minta Pemkot Cilegon Transparan",0.0,-2,siapkan rp miliar lebih untuk penanganan covid dprd minta pemkot cilegon transparan
Kaur pemerintahan Desa Hidayat Himbau Warga menunda Mudik untuk cegah covid 19  ,1.0,1,kaur pemerintahan desa hidayat himbau warga menunda mudik untuk cegah covid
"Cepat pergi Corona covid 19, aku rindu aktivitas seperti biasa. Bisa pergi kemanapun tanpa ngerasa cemas. ",1.0,-1,cepat pergi corona covid aku rindu aktivitas seperti biasa bisa pergi kemanapun tanpa ngerasa cemas
"Enjoy bgt, tmnnya pada asik & matkul nya pun ga serumit yg dibayangkan, cuma ya ada 1/2 matkul yg nyebelin naudzubillah di semster ini grgr covid wkwk",0.0,-1,enjoy bgt tmnnya pada asik matkul nya pun ga serumit yg dibayangkan cuma ya ada matkul yg nyebelin naudzubillah di semster ini grgr covid wkwk
 Cuba lah kena Covid 19 baru tau kebal ke tak,-1.0,-2,cuba lah kena covid baru tau kebal ke tak
"Tapi tingkat kematian untuk yg tidak merokok karena covid-19, lima kali lebih tinggi.",-1.0,-1,tapi tingkat kematian untuk yg tidak merokok karena covid lima kali lebih tinggi
semoga wabah covid-19 ini cepat berakhir. biar kehidupan bisa kembali berjalan normal  jaga kesehatan,1.0,-1,semoga wabah covid ini cepat berakhir biar kehidupan bisa kembali berjalan normal jaga kesehatan
tak pulak kena covid huhu oh lupa muda and tiada penyakit,0.0,-2,tak pulak kena covid huhu oh lupa muda and tiada penyakit
"orang2 yg nolak jenazah PDP atau positif Covid-19 bukan cuma ga punya otak karena goblobanget, tapi juga ga punya hati wtf aku benci banget kasian begooooo",-1.0,-2,orang yg nolak jenazah pdp atau positif covid bukan cuma ga punya otak karena goblobanget tapi juga ga punya hati wtf aku benci banget kasian begooooo
Temas yok covid var,0.0,2,temas yok covid var
"Ikut Roger Roger Labuanfm pagi ini bersama MEJ (PA) Zico Bin Sual, Pegawai Pertahanan Awam Daerah WP Labuan dengan topik Tugas Dan Cabaran APM Dalam Menangani COVId-19 pukul 9.30 pagi.",1.0,1,ikut roger roger labuanfm pagi ini bersama mej pa zico bin sual pegawai pertahanan awam daerah wp labuan dengan topik tugas dan cabaran apm dalam menangani covid pukul pagi
"Tak beriya pun nak raya ke apa, rasanya memang tak fikir langsung kot. Hmmm cuma harap semua cepat sembuh and covid-19 ni cepat cepat hilang",1.0,-1,tak beriya pun nak raya ke apa rasanya memang tak fikir langsung kot hmmm cuma harap semua cepat sembuh and covid ni cepat cepat hilang
".Kalau yg pernah terinfeksi covidDiberikan stempel apalagi dgn RFID Sebuah diskriminasi, Potensi kambuh..Masalah kesehatanAtau paru2 rusak..Asal jgn kayak bourne identity chip*stay safe & healthy",0.0,1,kalau yg pernah terinfeksi coviddiberikan stempel apalagi dgn rfid sebuah diskriminasi potensi kambuhmasalah kesehatanatau paru rusakasal jgn kayak bourne identity chipstay safe healthy
Makasih ya semoga semua WNI cerdas dlm bersikap dg Covid-19 ini,1.0,1,makasih ya semoga semua wni cerdas dlm bersikap dg covid ini
"Ada 15 menyuruh Covid-19 segera akan pergi ; 2. Jangan lagi berpakaian minim lagi ketat mengumbar aurat. Bukankah Covid-19 telah mendidik kita berpakaian serba tertutup?, dan memang kan semua agama Samawi memuliakan pakaian yang rapih, bersih dan sopan.",1.0,2,ada menyuruh covid segera akan pergi jangan lagi berpakaian minim lagi ketat mengumbar aurat bukankah covid telah mendidik kita berpakaian serba tertutup dan memang kan semua agama samawi memuliakan pakaian yang rapih bersih dan sopan
"New post (Bahas Kesiapan Daerah Tangani Covid-19, Walikota Parepare Vidcon Kemendagri) has been published on Baca Pesan -",1.0,1,new post bahas kesiapan daerah tangani covid walikota parepare vidcon kemendagri has been published on baca pesan
 hadiah kau masih tersangkut sebab covid 19  ,-1.0,-1,hadiah kau masih tersangkut sebab covid
Sinar Mas Land benar-benar all out membantu memerangi virus corona (covid-19) di Indonesia.,1.0,2,sinar mas land benarbenar all out membantu memerangi virus corona covid di indonesia
Operasi Keselamatan Tinombala Covid 19 Polres Touna. ,1.0,1,operasi keselamatan tinombala covid polres touna
covid to penghuni bumi 'emang ngapasi kalo ada gue? ZHOMBONG AMAT,-1.0,-2,covid to penghuni bumi emang ngapasi kalo ada gue zhombong amat
Malminga kah ini?? jangan keluar rumah bahaya covid-19 waspada ok!!,1.0,1,malminga kah ini jangan keluar rumah bahaya covid waspada ok
Dan erupsi anak krakatau sementara ini berhasil menggeser perhatian dari covid-19 ,-1.0,1,dan erupsi anak krakatau sementara ini berhasil menggeser perhatian dari covid
Relawan Kec Pajarakan Kab Probolinggo Prov Jatim Siap melakukan pencegahan penyebaran wabah Covid-19.,1.0,1,relawan kec pajarakan kab probolinggo prov jatim siap melakukan pencegahan penyebaran wabah covid
Ini bau2nya dg meningkat jumlah positif covid-19 bisa sampai akhir tahun pembatasan sosialnya,-1.0,-1,ini baunya dg meningkat jumlah positif covid bisa sampai akhir tahun pembatasan sosialnya
Mari kita sama-sama memutuskan rantai Covid-19 dengan cara Pyhsical Distancing dan Social Distancing... ,1.0,2,mari kita samasama memutuskan rantai covid dengan cara pyhsical distancing dan social distancing
"Malam admin, mau nanya, untuk pengiriman barang dari luar negeri/ USA masih bisakah terkait adanya Covid-19?",0.0,1,malam admin mau nanya untuk pengiriman barang dari luar negeri usa masih bisakah terkait adanya covid
Yg patut digaris bawahi bukan hanya bertambahnya yg terinfeksi covid-19... tetapi perbandingan antara yg sembuh dan wafat.Lebih banyak yg wafat..adSemoga pendemi ini cepat berlalu,1.0,-1,yg patut digaris bawahi bukan hanya bertambahnya yg terinfeksi covid tetapi perbandingan antara yg sembuh dan wafatlebih banyak yg wafatadsemoga pendemi ini cepat berlalu
"Aku sm adik2 yg lain ga ikut ke rs... gatau ini siapa yg jaga, malah setau aku ga boleh ada yg jaga biar ga rawan covid thankyou ci!",0.0,-1,aku sm adik yg lain ga ikut ke rs gatau ini siapa yg jaga malah setau aku ga boleh ada yg jaga biar ga rawan covid thankyou ci
"Mari "" ki bersama Polri Jaga kamtibmas dan Cegah penyebaran Virus Covid - 19 dengan Tetap di Rumah, jangan mudik",1.0,1,mari ki bersama polri jaga kamtibmas dan cegah penyebaran virus covid dengan tetap di rumah jangan mudik
Polisi Amankan Tiga Orang Yang Diduga Provokator Penolakan Pemakaman Jenazah Perawat Korban Covid-19,1.0,-2,polisi amankan tiga orang yang diduga provokator penolakan pemakaman jenazah perawat korban covid
ada poin di mana dia memang menggampangkan covid di bln februari. gw gemes jg wkt itu. tp skrg smua jg ga bisa liat masalah dgn lbh waras.,-1.0,-2,ada poin di mana dia memang menggampangkan covid di bln februari gw gemes jg wkt itu tp skrg smua jg ga bisa liat masalah dgn lbh waras
Jom nak pergi mana covid covid ni duduk rumah moha. ni ke sana ke sini ke sana ke sini,1.0,1,jom nak pergi mana covid covid ni duduk rumah moha ni ke sana ke sini ke sana ke sini
"Nah itu dia, Pimpinan daerah (Gubernur/Walikota/Bupati) adalah Ketua Gugus Tugas Penanggulangan Covid-19 di daerah masing-masing.",0.0,1,nah itu dia pimpinan daerah gubernurwalikotabupati adalah ketua gugus tugas penanggulangan covid di daerah masingmasing
"Satu Warga Kuningan Dirujuk ke RS Darurat Covid-19 Citra Ibu, Dijemput Petugas Pakai APD Lengkap",1.0,-1,satu warga kuningan dirujuk ke rs darurat covid citra ibu dijemput petugas pakai apd lengkap
Mengapa Menolak Jenazah Covid-19,-1.0,-2,mengapa menolak jenazah covid
Pasien positif COVID-19 bertambah 2 orang lagi. Kini total kasus positif Corona di Jambi menjadi 4 orang.,0.0,-1,pasien positif covid bertambah orang lagi kini total kasus positif corona di jambi menjadi orang
Covid Teknesi !,0.0,1,covid teknesi
"Hai Cay, berhubung penerbangan kamu bukan termasuk dalam penerbangan berdampak Covid-19, kamu bisa temukan informasi mengenai refund kamu di sini",0.0,1,hai cay berhubung penerbangan kamu bukan termasuk dalam penerbangan berdampak covid kamu bisa temukan informasi mengenai refund kamu di sini
FKG Unhas gelar pekan solidaritas peduli COVID-19,1.0,2,fkg unhas gelar pekan solidaritas peduli covid
Penyebaran COVID-19 di Makassar telah melalui trasmisi lokal,0.0,-1,penyebaran covid di makassar telah melalui trasmisi lokal
"Gue punya alergi yang efeknya itu buat gue bersin, batuk dan mata gue berair. Saat pandemi COVID-19 ini, kebetulan alergi gue kumat. Dan apa ? Gue usaha buat nahan supaya ga batuk dan bersin saat lagi belanja kebutuhan kost diluar ruangan.",1.0,-1,gue punya alergi yang efeknya itu buat gue bersin batuk dan mata gue berair saat pandemi covid ini kebetulan alergi gue kumat dan apa gue usaha buat nahan supaya ga batuk dan bersin saat lagi belanja kebutuhan kost diluar ruangan
haiya nk gi shensiong tapi takut  bukan pasal covid tapi pasal hais,0.0,1,haiya nk gi shensiong tapi takut bukan pasal covid tapi pasal hais
"Bisa nggak sih, stop share hall yang menakutkan dan memuakkan tentang COVID-19. It's okey. Itu informasi penting emang, tapi jujur. Buat orang yang parnoan kaya gue, ini hal yang mengganggu banget. Gue kepikiran terus.",-1.0,-2,bisa nggak sih stop share hall yang menakutkan dan memuakkan tentang covid its okey itu informasi penting emang tapi jujur buat orang yang parnoan kaya gue ini hal yang mengganggu banget gue kepikiran terus
Update kasus Covid 19 hari ini bertambah 330 kasus baru positif sehingga totalnya menjadi 3842 kasus. Achmad Yurianto menambahkan bahwa pertambahan itu menandakan banyak warga yang belum disiplin.,0.0,-1,update kasus covid hari ini bertambah kasus baru positif sehingga totalnya menjadi kasus achmad yurianto menambahkan bahwa pertambahan itu menandakan banyak warga yang belum disiplin
"Beli tong besarIsi sepenuh yang mungkinSimpanLpas Covid-19 beransur pulih, confirmed harga minyak naik balik.. By that time duit hang dah selamat, while orang lain tengah huha huha bising harga minyak melambung sambil menyalahkan kerajaan tak kawal kenaikan harga.Believe me!",0.0,1,beli tong besarisi sepenuh yang mungkinsimpanlpas covid beransur pulih confirmed harga minyak naik balik by that time duit hang dah selamat while orang lain tengah huha huha bising harga minyak melambung sambil menyalahkan kerajaan tak kawal kenaikan hargabelieve me
"jadi pas itu aku malakin masku, karena covid kan gak bisa pergi jauh buat beli kado.barusan diajak ke indoapril, dia nyuruh aku ambil apa yang aku mau. berasa ditantang, so ya aku ambil ini semua. pas ditotal nominalnya sesuai sama apa yang aku palakin WKWKWKWKWK",-1.0,-2,jadi pas itu aku malakin masku karena covid kan gak bisa pergi jauh buat beli kadobarusan diajak ke indoapril dia nyuruh aku ambil apa yang aku mau berasa ditantang so ya aku ambil ini semua pas ditotal nominalnya sesuai sama apa yang aku palakin wkwkwkwkwk
"bukan lebay gimana gimana sih sama covid-19 ini, cuma sekarang lagi tinggal sama keluarga bkn di apart, jadi kalau w kena trus mati ya gak papa kalau mati sendirilah kalau ke keluarga? udah mati aja masih nyusahin w :",-1.0,-2,bukan lebay gimana gimana sih sama covid ini cuma sekarang lagi tinggal sama keluarga bkn di apart jadi kalau w kena trus mati ya gak papa kalau mati sendirilah kalau ke keluarga udah mati aja masih nyusahin w
Update sebaran Covid-19 di Kabupaten Bojonegoro per tanggal 11 April 2020 pukul 15.00 WIB.,0.0,1,update sebaran covid di kabupaten bojonegoro per tanggal april pukul wib
"Penanganan Covid-19, Warga Berkukuh Tolak Islamic Center Kotabumi Jadi Tempat Isolasi",-1.0,-2,penanganan covid warga berkukuh tolak islamic center kotabumi jadi tempat isolasi
Covid-19 dtg rumah.,-1.0,-1,covid dtg rumah
